,gene,time
0,YAL042W,3.117616393781818
1,YAL007C,2.6623459830026404
2,YAR027W,3.184886928226773
3,YAR028W,3.7642949895010234
4,YAR033W,3.727414006765809
5,YBL089W,3.026764208534743
6,YBL082C,3.650116452169807
7,YBL040C,3.464434287835094
8,YBR004C,2.830116671806244
9,YBR005W,3.7508194483663617
10,YBR014C,2.9756175288988405
11,YBR040W,2.888698754446493
12,YBR042C,2.7342983297271766
13,YBR054W,2.731831520700939
14,YBR106W,2.564490477937394
15,YBR110W,3.095993281942635
16,YBR161W,3.378026335257614
17,YBR171W,2.897374203364436
18,YBR199W,3.2771635193518325
19,YBR201W,2.7646876535397977
20,YBR207W,3.19388995678008
21,YBR220C,3.148067475839385
22,YBR241C,3.5245750958464575
23,YBR243C,3.308212846708599
24,YBR283C,2.536666572360543
25,YBR287W,2.496104627238463
26,YBR296C,2.7259560426458394
27,YCL069W,2.978949053150601
28,YCL002C,4.276416151723032
29,YCR007C,3.1125425565731066
30,YCR017C,2.7294273808679756
31,YCR021C,2.731607340377661
32,YCR023C,3.3048539346384675
33,YCR028C,3.23844265349241
34,YCR068W,3.5115474452096276
35,YCR075C,3.3211745282527563
36,YCR094W,2.9435887154751805
37,YCR098C,2.5561150909855477
38,YDL245C,3.063396215424511
39,YDL222C,3.3686189683742453
40,YDL218W,2.957659124389813
41,YDL206W,2.6920604155756402
42,YDL204W,3.2003412463613046
43,YDL180W,2.915176643175339
44,YDL128W,2.7726815512342817
45,YDL123W,3.240489689934894
46,YDL121C,3.258596703029173
47,YDL095W,3.259323749764011
48,YDL093W,2.9520009496522652
49,YDL072C,3.041509513583865
50,YDL054C,2.888209473766134
51,YDL035C,3.0561146781076576
52,YDL010W,3.2131964257832846
53,YDR003W,3.296685439704609
54,YDR018C,2.7096254178846393
55,YDR033W,2.611546755620639
56,YDR072C,2.9395140554147994
57,YDR084C,3.0176206856887933
58,YDR090C,2.4539610757902657
59,YDR100W,2.9267632306947022
60,YDR105C,3.4452576043754455
61,YDR126W,3.045971572086203
62,YDR135C,2.620772943451125
63,YDR182W,3.1117107843451093
64,YDR205W,2.6979535567935495
65,YDR233C,2.6125652386080485
66,YDR284C,2.7036757429812335
67,YDR297W,3.10817082085587
68,YDR307W,3.255546148043902
69,YDR352W,2.9388744425984825
70,YDR367W,4.435400741310506
71,YDR371W,3.2453181467019907
72,YDR387C,3.2087354263981984
73,YDR410C,3.0534157308742453
74,YDR411C,3.6173285112571394
75,YDR414C,3.042444584817799
76,YDR434W,2.605872512929732
77,YDR437W,3.5727390721357994
78,YDR452W,3.5946015596109198
79,YDR456W,2.9071747192940305
80,YDR459C,3.129629399822919
81,YDR481C,3.11435957155065
82,YDR503C,2.977131151714535
83,YDR525W-A,3.373014585573655
84,YEL069C,2.9325284634576505
85,YEL042W,2.922459067619822
86,YEL027W,2.544369010420439
87,YEL016C,3.275270467573845
88,YEL004W,2.534359912213567
89,YER001W,3.0443783509689197
90,YER039C,3.0431902366889143
91,YER044C,2.7160837372368203
92,YER072W,3.019091110835066
93,YER074W-A,3.836740416567067
94,YER113C,2.9437155258460193
95,YER118C,2.94622025763951
96,YER119C,3.5573841651141755
97,YER145C,3.41006136227266
98,YER185W,3.1031805524992104
99,YFL067W,2.865008315108742
100,YFL062W,2.903142161576614
101,YFL055W,3.5493812176904713
